Vendor Location,Participant Category,Year Month, Number of Participants Redeemed , Number Vouchers Redeemed ,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
ALAMEDA             ,Infant  ,2013-09,"6,230","16,259","$773,941.73 ",$124.23 ,,,,
ALAMEDA             ,Infant  ,2013-10,"6,103","15,648","$764,002.19 ",$125.18 ,,,,
ALAMEDA             ,Infant  ,2013-11,"5,968","15,384","$750,831.30 ",$125.81 ,,,,
ALAMEDA             ,Infant  ,2013-12,"5,912","15,207","$737,449.19 ",$124.74 ,,,,
ALAMEDA             ,Infant  ,2014-01,"6,072","15,652","$761,106.78 ",$125.35 ,,,,
ALAMEDA             ,Infant  ,2014-02,"6,413","16,576","$797,923.06 ",$124.42 ,,,,
ALAMEDA             ,Infant  ,2014-03,"6,530","16,757","$814,658.96 ",$124.76 ,,,,
ALAMEDA             ,Infant  ,2014-04,"6,332","16,306","$787,110.87 ",$124.31 ,,,,
ALAMEDA             ,Infant  ,2014-05,"6,109","15,819","$756,222.69 ",$123.79 ,,,,
ALAMEDA             ,Infant  ,2014-06,"6,074","15,896","$743,839.84 ",$122.46 ,,,,
ALAMEDA             ,Infant  ,2014-07,"6,068","15,646","$743,283.96 ",$122.49 ,,,,
ALAMEDA             ,Infant  ,2014-08,"6,090","15,631","$754,872.79 ",$123.95 ,,,,
ALAMEDA             ,Infant  ,2014-09,"6,048","15,494","$747,715.43 ",$123.63 ,,,,
ALAMEDA             ,Infant  ,2014-10,"6,137","15,657","$764,235.32 ",$124.53 ,,,,
ALAMEDA             ,Infant  ,2014-11,"6,099","15,502","$765,029.96 ",$125.44 ,,,,
ALAMEDA             ,Infant  ,2014-12,"6,065","15,387","$760,349.30 ",$125.37 ,,,,
ALAMEDA             ,Infant  ,2015-01,"6,089","15,470","$766,653.74 ",$125.91 ,,,,
ALAMEDA             ,Infant  ,2015-02,"6,033","15,608","$762,020.22 ",$126.31 ,,,,
ALAMEDA             ,Infant  ,2015-03,"6,032","15,635","$755,009.08 ",$125.17 ,,,,
ALAMEDA             ,Infant  ,2015-04,"6,093","15,688","$745,336.24 ",$122.33 ,,,,
ALAMEDA             ,Infant  ,2015-05,"5,917","15,231","$725,419.43 ",$122.60 ,,,,
ALAMEDA             ,Infant  ,2015-06,"5,808","15,083","$715,733.91 ",$123.23 ,,,,
ALAMEDA             ,Infant  ,2015-07,"5,686","14,597","$702,007.21 ",$123.46 ,,,,
ALAMEDA             ,Infant  ,2015-08,"5,654","14,378","$692,518.77 ",$122.48 ,,,,
ALAMEDA             ,Infant  ,2015-09,"5,814","14,696","$714,892.24 ",$122.96 ,,,,
ALAMEDA             ,Infant  ,2015-10,"5,648","14,107","$704,970.94 ",$124.82 ,,,,
ALAMEDA             ,Infant  ,2015-11,"5,465","13,686","$677,039.80 ",$123.89 ,,,,
ALAMEDA             ,Infant  ,2015-12,"5,447","13,650","$674,195.06 ",$123.77 ,,,,
ALAMEDA             ,Infant  ,2016-01,"5,527","14,037","$682,671.43 ",$123.52 ,,,,
ALAMEDA             ,Infant  ,2016-02,"5,464","14,030","$680,839.16 ",$124.60 ,,,,
ALAMEDA             ,Infant  ,2016-03,"5,607","14,331","$698,273.50 ",$124.54 ,,,,
ALAMEDA             ,Infant  ,2016-04,"5,537","14,467","$675,835.79 ",$122.06 ,,,,
ALAMEDA             ,Infant  ,2016-05,"6,070","15,789","$726,144.42 ",$119.63 ,,,,
ALAMEDA             ,Infant  ,2016-06,"5,980","15,703","$726,469.63 ",$121.48 ,,,,
ALAMEDA             ,Infant  ,2016-07,"5,602","14,874","$678,839.59 ",$121.18 ,,,,
ALAMEDA             ,Infant  ,2016-08,"5,263","13,807","$638,880.61 ",$121.39 ,,,,
ALAMEDA             ,Infant  ,2016-09,"5,204","13,555","$637,032.04 ",$122.41 ,,,,
ALAMEDA             ,Infant  ,2016-10,"5,142","13,234","$634,322.73 ",$123.36 ,,,,
ALAMEDA             ,Infant  ,2016-11,"5,051","12,778","$622,721.29 ",$123.29 ,,,,
ALAMEDA             ,Infant  ,2016-12,"4,986","12,624","$617,042.03 ",$123.75 ,,,,
ALAMEDA             ,Infant  ,2017-01,"4,964","12,702","$612,600.84 ",$123.41 ,,,,
ALAMEDA             ,Infant  ,2017-02,"4,957","12,789","$613,259.80 ",$123.72 ,,,,
ALAMEDA             ,Infant  ,2017-03,"5,182","13,332","$640,298.01 ",$123.56 ,,,,
ALAMEDA             ,Infant  ,2017-04,"5,047","13,137","$631,486.63 ",$125.12 ,,,,
ALAMEDA             ,Infant  ,2017-05,"4,986","12,897","$627,514.64 ",$125.86 ,,,,
ALAMEDA             ,Infant  ,2017-06,"4,905","12,800","$618,849.15 ",$126.17 ,,,,
ALAMEDA             ,Infant  ,2017-07,"4,899","12,778","$624,109.66 ",$127.40 ,,,,
ALAMEDA             ,Infant  ,2017-08,"4,838","12,446","$616,279.26 ",$127.38 ,,,,
ALAMEDA             ,Infant  ,2017-09,"4,792","12,410","$609,672.32 ",$127.23 ,,,,
ALAMEDA             ,Infant  ,2017-10,"4,689","11,764","$595,419.20 ",$126.98 ,,,,
ALAMEDA             ,Infant  ,2017-11,"4,516","11,339","$579,084.70 ",$128.23 ,,,,
ALAMEDA             ,Infant  ,2017-12,"4,411","10,899","$562,305.16 ",$127.48 ,,,,
ALAMEDA             ,Infant  ,2018-01,"4,572","11,517","$589,951.12 ",$129.04 ,,,,
ALAMEDA             ,Infant  ,2018-02,"4,586","11,544","$600,462.73 ",$130.93 ,,,,
ALAMEDA             ,Infant  ,2018-03,"4,641","11,815","$608,309.38 ",$131.07 ,,,,
ALAMEDA             ,Infant  ,2018-04,"4,636","11,604","$605,212.72 ",$130.55 ,,,,
ALAMEDA             ,Infant  ,2018-05,"4,596","11,473","$598,993.47 ",$130.33 ,,,,
ALAMEDA             ,Infant  ,2018-06,"4,559","11,470","$596,287.56 ",$130.79 ,,,,
ALAMEDA             ,Infant  ,2018-07,"4,563","11,491","$600,702.88 ",$131.65 ,,,,
ALAMEDA             ,Infant  ,2018-08,"4,604","11,361","$620,347.81 ",$134.74 ,,,,
ALAMEDA             ,Infant  ,2018-09,"4,493","11,212","$612,673.65 ",$136.36 ,,,,
ALAMEDA             ,Infant  ,2018-10,"4,446","10,899","$613,755.60 ",$138.05 ,,,,
ALAMEDA             ,Infant  ,2018-11,"4,350","10,788","$608,363.54 ",$139.85 ,,,,
ALAMEDA             ,Infant  ,2018-12,"4,259","10,593","$592,649.48 ",$139.15 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-01,"1,942","5,304","$74,934.67 ",$38.59 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-02,"1,888","5,187","$72,677.05 ",$38.49 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-03,"1,878","5,119","$71,774.45 ",$38.22 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-04,"1,840","5,074","$71,385.48 ",$38.80 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-05,"1,717","4,707","$66,078.57 ",$38.48 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-06,"1,758","4,850","$68,182.47 ",$38.78 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-07,"1,755","4,777","$66,891.68 ",$38.11 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-08,"1,683","4,614","$65,366.76 ",$38.84 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-09,"1,718","4,706","$67,251.52 ",$39.15 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-10,"1,689","4,605","$67,307.33 ",$39.85 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-11,"1,753","4,798","$70,595.76 ",$40.27 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2010-12,"1,759","4,798","$70,525.11 ",$40.09 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-01,"1,794","4,934","$72,728.92 ",$40.54 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-02,"1,766","4,845","$73,201.52 ",$41.45 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-03,"1,702","4,665","$71,184.51 ",$41.82 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-04,"1,724","4,725","$71,725.37 ",$41.60 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-05,"1,699","4,644","$70,313.77 ",$41.39 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-06,"1,733","4,784","$73,646.27 ",$42.50 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-07,"1,701","4,681","$73,086.86 ",$42.97 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-08,"1,727","4,700","$75,146.49 ",$43.51 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-09,"1,759","4,802","$76,979.34 ",$43.76 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-10,"1,794","4,838","$78,138.75 ",$43.56 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-11,"1,788","4,819","$77,766.70 ",$43.49 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2011-12,"1,790","4,819","$77,896.93 ",$43.52 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-01,"1,832","4,936","$78,742.04 ",$42.98 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-02,"1,730","4,664","$73,978.45 ",$42.76 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-03,"1,767","4,763","$75,587.59 ",$42.78 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-04,"1,720","4,701","$74,931.62 ",$43.56 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-05,"1,745","4,740","$71,738.29 ",$41.11 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-06,"1,743","4,755","$68,523.43 ",$39.31 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-07,"1,774","4,805","$69,495.86 ",$39.17 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-08,"1,809","4,933","$71,508.80 ",$39.53 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-09,"1,851","5,062","$73,439.95 ",$39.68 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-10,"1,803","4,880","$71,444.10 ",$39.63 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-11,"1,832","4,921","$72,783.69 ",$39.73 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2012-12,"1,757","4,755","$70,967.23 ",$40.39 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-01,"1,854","5,020","$75,316.83 ",$40.62 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-02,"1,785","4,902","$73,690.86 ",$41.28 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-03,"1,688","4,593","$68,652.56 ",$40.67 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-04,"1,662","4,539","$67,367.78 ",$40.53 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-05,"1,629","4,429","$65,358.82 ",$40.12 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-06,"1,604","4,355","$64,317.04 ",$40.10 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-07,"1,567","4,206","$61,976.43 ",$39.55 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-08,"1,547","4,166","$61,018.00 ",$39.44 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-09,"1,591","4,333","$63,684.68 ",$40.03 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-10,"1,565","4,200","$61,886.47 ",$39.54 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-11,"1,622","4,359","$64,655.00 ",$39.86 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2013-12,"1,553","4,204","$62,561.12 ",$40.28 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-01,"1,615","4,358","$65,612.22 ",$40.63 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-02,"1,675","4,509","$68,455.11 ",$40.87 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-03,"1,687","4,574","$69,835.75 ",$41.40 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-04,"1,638","4,417","$68,097.51 ",$41.57 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-05,"1,562","4,172","$64,181.97 ",$41.09 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-06,"1,584","4,254","$65,509.17 ",$41.36 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-07,"1,550","4,172","$64,216.13 ",$41.43 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-08,"1,520","4,131","$63,628.27 ",$41.86 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-09,"1,592","4,333","$66,761.49 ",$41.94 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-10,"1,567","4,236","$65,308.09 ",$41.68 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-11,"1,555","4,177","$65,054.35 ",$41.84 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2014-12,"1,548","4,146","$64,808.03 ",$41.87 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-01,"1,600","4,307","$67,601.72 ",$42.25 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-02,"1,572","4,267","$66,831.40 ",$42.51 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-03,"1,498","4,008","$61,576.23 ",$41.11 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-04,"1,446","3,856","$58,258.81 ",$40.29 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-05,"1,370","3,689","$55,205.11 ",$40.30 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-06,"1,377","3,638","$54,305.54 ",$39.44 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-07,"1,357","3,537","$53,231.47 ",$39.23 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-08,"1,375","3,578","$53,895.82 ",$39.20 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-09,"1,417","3,826","$57,658.77 ",$40.69 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-10,"1,422","3,814","$58,489.29 ",$41.13 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-11,"1,338","3,593","$55,341.31 ",$41.36 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2015-12,"1,352","3,657","$56,101.50 ",$41.50 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-01,"1,402","3,798","$58,485.03 ",$41.72 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-02,"1,327","3,579","$54,956.39 ",$41.41 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-03,"1,231","3,339","$50,767.83 ",$41.24 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-04,"1,258","3,384","$52,956.74 ",$42.10 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-05,"1,403","3,692","$56,768.66 ",$40.46 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-06,"1,285","3,426","$51,946.49 ",$40.43 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-07,"1,228","3,296","$49,715.14 ",$40.48 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-08,"1,180","3,185","$47,778.62 ",$40.49 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-09,"1,240","3,335","$49,926.71 ",$40.26 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-10,"1,257","3,368","$50,456.84 ",$40.14 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-11,"1,235","3,317","$50,037.45 ",$40.52 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2016-12,"1,242","3,353","$50,398.20 ",$40.58 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-01,"1,283","3,450","$51,960.70 ",$40.50 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-02,"1,251","3,361","$50,667.17 ",$40.50 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-03,"1,271","3,390","$51,490.73 ",$40.51 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-04,"1,201","3,237","$49,448.42 ",$41.17 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-05,"1,204","3,176","$48,336.99 ",$40.15 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-06,"1,141","3,105","$47,652.73 ",$41.76 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-07,"1,126","3,029","$46,455.79 ",$41.26 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-08,"1,124","3,009","$46,001.10 ",$40.93 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-09,"1,147","3,025","$45,897.00 ",$40.01 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-10,"1,087","2,880","$43,491.77 ",$40.01 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-11,"1,059","2,824","$43,014.01 ",$40.62 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2017-12,"1,026","2,709","$41,633.81 ",$40.58 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-01,"1,085","2,866","$44,437.00 ",$40.96 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-02,"1,067","2,818","$43,797.97 ",$41.05 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-03,"1,091","2,842","$44,374.60 ",$40.67 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-04,"1,065","2,809","$43,984.42 ",$41.30 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-05,"1,038","2,685","$41,719.03 ",$40.19 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-06,"1,049","2,720","$42,235.68 ",$40.26 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-07,"1,046","2,716","$42,407.58 ",$40.54 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-08,"1,087","2,811","$43,991.92 ",$40.47 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-09,"1,042","2,699","$42,267.67 ",$40.56 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-10,"1,048","2,754","$43,424.84 ",$41.44 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-11,"1,039","2,727","$43,242.92 ",$41.62 ,,,,
ALAMEDA             ,Non-Breastfeeding Mother  ,2018-12,"1,043","2,743","$43,524.35 ",$41.73 ,,,,
ALAMEDA             ,Prenatal  ,2010-01,"3,491","12,951","$182,114.24 ",$52.17 ,,,,
ALAMEDA             ,Prenatal  ,2010-02,"3,537","13,230","$184,059.16 ",$52.04 ,,,,
ALAMEDA             ,Prenatal  ,2010-03,"3,693","13,624","$189,181.62 ",$51.23 ,,,,
ALAMEDA             ,Prenatal  ,2010-04,"3,747","13,917","$193,973.05 ",$51.77 ,,,,
ALAMEDA             ,Prenatal  ,2010-05,"3,664","13,587","$187,521.07 ",$51.18 ,,,,
ALAMEDA             ,Prenatal  ,2010-06,"3,673","13,583","$187,772.34 ",$51.12 ,,,,
ALAMEDA             ,Prenatal  ,2010-07,"3,705","13,639","$188,751.23 ",$50.95 ,,,,
ALAMEDA             ,Prenatal  ,2010-08,"3,724","13,778","$194,209.74 ",$52.15 ,,,,
ALAMEDA             ,Prenatal  ,2010-09,"3,735","13,859","$198,821.31 ",$53.23 ,,,,
ALAMEDA             ,Prenatal  ,2010-10,"3,675","13,468","$195,881.53 ",$53.30 ,,,,
ALAMEDA             ,Prenatal  ,2010-11,"3,605","13,373","$197,003.60 ",$54.65 ,,,,
ALAMEDA             ,Prenatal  ,2010-12,"3,599","13,278","$197,467.26 ",$54.87 ,,,,
ALAMEDA             ,Prenatal  ,2011-01,"3,606","13,404","$200,482.58 ",$55.60 ,,,,
ALAMEDA             ,Prenatal  ,2011-02,"3,578","13,303","$201,698.43 ",$56.37 ,,,,
ALAMEDA             ,Prenatal  ,2011-03,"3,723","13,728","$210,818.36 ",$56.63 ,,,,
ALAMEDA             ,Prenatal  ,2011-04,"3,740","13,822","$210,877.01 ",$56.38 ,,,,
ALAMEDA             ,Prenatal  ,2011-05,"3,749","13,864","$210,845.80 ",$56.24 ,,,,
ALAMEDA             ,Prenatal  ,2011-06,"3,758","13,932","$213,438.49 ",$56.80 ,,,,
ALAMEDA             ,Prenatal  ,2011-07,"3,684","13,572","$213,068.00 ",$57.84 ,,,,
ALAMEDA             ,Prenatal  ,2011-08,"3,668","13,568","$218,407.94 ",$59.54 ,,,,
ALAMEDA             ,Prenatal  ,2011-09,"3,702","13,675","$219,124.47 ",$59.19 ,,,,
ALAMEDA             ,Prenatal  ,2011-10,"3,663","13,449","$219,880.04 ",$60.03 ,,,,
ALAMEDA             ,Prenatal  ,2011-11,"3,592","13,186","$214,715.67 ",$59.78 ,,,,
ALAMEDA             ,Prenatal  ,2011-12,"3,640","13,292","$214,196.81 ",$58.85 ,,,,
ALAMEDA             ,Prenatal  ,2012-01,"3,622","13,337","$213,446.17 ",$58.93 ,,,,
ALAMEDA             ,Prenatal  ,2012-02,"3,671","13,499","$215,800.94 ",$58.79 ,,,,
ALAMEDA             ,Prenatal  ,2012-03,"3,754","13,763","$220,762.48 ",$58.81 ,,,,
ALAMEDA             ,Prenatal  ,2012-04,"3,725","13,701","$219,655.35 ",$58.97 ,,,,
ALAMEDA             ,Prenatal  ,2012-05,"3,850","14,085","$213,471.40 ",$55.45 ,,,,
ALAMEDA             ,Prenatal  ,2012-06,"3,823","14,082","$203,866.86 ",$53.33 ,,,,
ALAMEDA             ,Prenatal  ,2012-07,"3,753","13,740","$198,992.17 ",$53.02 ,,,,
ALAMEDA             ,Prenatal  ,2012-08,"3,722","13,738","$199,792.29 ",$53.68 ,,,,
ALAMEDA             ,Prenatal  ,2012-09,"3,565","13,123","$191,507.23 ",$53.72 ,,,,
ALAMEDA             ,Prenatal  ,2012-10,"3,559","12,970","$190,848.28 ",$53.62 ,,,,
ALAMEDA             ,Prenatal  ,2012-11,"3,396","12,414","$185,176.31 ",$54.53 ,,,,
ALAMEDA             ,Prenatal  ,2012-12,"3,212","11,722","$175,428.20 ",$54.62 ,,,,
ALAMEDA             ,Prenatal  ,2013-01,"3,350","12,253","$184,533.36 ",$55.08 ,,,,
ALAMEDA             ,Prenatal  ,2013-02,"3,294","12,125","$182,916.47 ",$55.53 ,,,,
ALAMEDA             ,Prenatal  ,2013-03,"3,343","12,277","$184,516.95 ",$55.20 ,,,,
ALAMEDA             ,Prenatal  ,2013-04,"3,389","12,476","$186,219.69 ",$54.95 ,,,,
ALAMEDA             ,Prenatal  ,2013-05,"3,536","12,878","$191,849.63 ",$54.26 ,,,,
ALAMEDA             ,Prenatal  ,2013-06,"3,493","12,800","$189,813.50 ",$54.34 ,,,,
ALAMEDA             ,Prenatal  ,2013-07,"3,542","12,952","$191,872.27 ",$54.17 ,,,,
ALAMEDA             ,Prenatal  ,2013-08,"3,428","12,526","$184,476.35 ",$53.81 ,,,,
ALAMEDA             ,Prenatal  ,2013-09,"3,470","12,619","$186,994.46 ",$53.89 ,,,,
ALAMEDA             ,Prenatal  ,2013-10,"3,417","12,485","$186,229.20 ",$54.50 ,,,,
ALAMEDA             ,Prenatal  ,2013-11,"3,221","11,854","$176,887.28 ",$54.92 ,,,,
ALAMEDA             ,Prenatal  ,2013-12,"3,215","11,767","$175,656.16 ",$54.64 ,,,,
ALAMEDA             ,Prenatal  ,2014-01,"3,382","12,271","$184,522.08 ",$54.56 ,,,,
ALAMEDA             ,Prenatal  ,2014-02,"3,543","12,739","$194,519.52 ",$54.90 ,,,,
ALAMEDA             ,Prenatal  ,2014-03,"3,518","12,706","$194,843.58 ",$55.38 ,,,,
ALAMEDA             ,Prenatal  ,2014-04,"3,567","12,931","$200,091.39 ",$56.10 ,,,,
ALAMEDA             ,Prenatal  ,2014-05,"3,390","12,411","$192,527.93 ",$56.79 ,,,,
ALAMEDA             ,Prenatal  ,2014-06,"3,354","12,338","$191,316.89 ",$57.04 ,,,,
ALAMEDA             ,Prenatal  ,2014-07,"3,348","12,190","$188,720.45 ",$56.37 ,,,,
ALAMEDA             ,Prenatal  ,2014-08,"3,305","12,037","$185,618.73 ",$56.16 ,,,,
ALAMEDA             ,Prenatal  ,2014-09,"3,243","11,858","$183,643.38 ",$56.63 ,,,,
ALAMEDA             ,Prenatal  ,2014-10,"3,208","11,497","$177,804.41 ",$55.43 ,,,,
ALAMEDA             ,Prenatal  ,2014-11,"3,031","10,939","$169,716.61 ",$55.99 ,,,,
ALAMEDA             ,Prenatal  ,2014-12,"2,956","10,595","$163,673.47 ",$55.37 ,,,,
ALAMEDA             ,Prenatal  ,2015-01,"3,019","10,938","$169,232.86 ",$56.06 ,,,,
ALAMEDA             ,Prenatal  ,2015-02,"2,926","10,546","$163,653.35 ",$55.93 ,,,,
ALAMEDA             ,Prenatal  ,2015-03,"2,902","10,476","$160,087.81 ",$55.16 ,,,,
ALAMEDA             ,Prenatal  ,2015-04,"3,068","11,045","$166,100.98 ",$54.14 ,,,,
ALAMEDA             ,Prenatal  ,2015-05,"2,981","10,709","$160,636.09 ",$53.89 ,,,,
